Temperature,FFMC_Boxcox,FFMCiqrO_Boxcox,FFMC,FFMC_exponential,FFMCiqrO,FFMCiqrO_exponential,FFMC_square,FFMCiqrO_square,FFMCiqrO_log,ISIiqrO_square,FFMC_log,ISI_square,DMCiqrO_log,FWIiqrO_square,ISIiqrO_exponential,DMC_log,ISI_exponential,ISIiqrO,DMCiqrO_Boxcox,ISI,DMC_Boxcox,BUIiqrO_log,FWIiqrO_exponential,BUI_log,RH_reciprocal,BUIiqrO_Boxcox,DMCiqrO_square,FWIiqrO,BUI_Boxcox,FWI,DMC_square,BUIiqrO_square,DMCiqrO_exponential,BUI_square,DMCiqrO,DMC_exponential,BUIiqrO_exponential,FFMCiqrO_reciprocal,RH_Boxcox,RH,RH_exponential,RH_square,RH_log,FFMC_reciprocal,BUIiqrO_reciprocal,BUI_reciprocal,DMC_reciprocal,DMCiqrO_reciprocal,Classes_notfire
32,11181967.406605076,18189946.41164425,77.1,37.37191178513105,77.1,37.37191178513105,8.780660567406077,8.780660567406077,4.345103280569283,1.3416407864998738,4.345103280569283,1.3416407864998738,1.791759469228055,0.9486832980505138,1.63202605379844,1.791759469228055,1.63202605379844,1.8,2.2643182861229554,1.8,2.14790589226429,1.8718021769015913,0.9159436536204298,1.8718021769015913,0.016666666666666666,2.296887618364764,2.449489742783178,0.9,2.14876702393549,0.9,2.449489742783178,2.5495097567963922,4.451018253542414,2.5495097567963922,6.0,4.451018253542414,4.758036805828482,0.01297016861219196,149.5290505511232,60,30.32443435370665,7.745966692414834,4.0943445622221,0.01297016861219196,0.15384615384615385,0.15384615384615385,0.16666666666666666,0.16666666666666666,1
30,3988015.114307294,6294783.860484714,59.8,30.240176384965697,59.8,30.240176384965697,7.733045971672482,7.733045971672482,4.091005660956586,0.9486832980505138,4.091005660956586,0.9486832980505138,1.2237754316221157,0.6324555320336759,0.9159436536204298,1.2237754316221157,0.9159436536204298,0.9,1.4333077020723042,0.9,1.3835446689495379,1.62924053973028,0.4659972203002852,1.62924053973028,0.0125,1.945485312297014,1.8439088914585775,0.4,1.8365385184263032,0.4,1.8439088914585775,2.258317958127243,2.7726758359805683,2.258317958127243,3.4,2.7726758359805683,3.8872441031218097,0.016722408026755852,216.79676527504319,80,38.53969935995985,8.94427190999916,4.382026634673881,0.016722408026755852,0.19607843137254904,0.19607843137254904,0.29411764705882354,0.29411764705882354,1
37,20294427.460127294,33593641.09768876,89.3,42.23860330838233,89.3,42.23860330838233,9.44986772394196,9.44986772394196,4.492001487882454,2.8809720581775866,4.492001487882454,2.8809720581775866,3.342861804649192,3.8078865529319543,5.833086413991668,3.342861804649192,5.833086413991668,8.3,5.244051842279099,8.3,4.727344648097435,3.342861804649192,9.285529381267091,3.342861804649192,0.01818181818181818,4.861900986547872,5.319774431308154,14.5,4.295268764721854,14.5,5.319774431308154,5.319774431308154,16.211456287412815,5.319774431308154,28.3,16.211456287412815,16.211456287412815,0.011198208286674132,133.62098656111857,55,28.203450285995366,7.416198487095663,4.007333185232471,0.011198208286674132,0.0353356890459364,0.0353356890459364,0.0353356890459364,0.0353356890459364,0
39,20294427.460127294,33593641.09768876,89.3,42.23860330838233,89.3,42.23860330838233,9.44986772394196,9.44986772394196,4.492001487882454,2.8635642126552705,4.492001487882454,2.8635642126552705,2.760009940032921,3.271085446759225,5.77446221171192,2.760009940032921,5.77446221171192,8.2,3.9860684529945623,8.2,3.664830099586707,2.760009940032921,7.208083595869123,2.760009940032921,0.02564102564102564,3.7492257106750375,3.9749213828703582,10.7,3.3899834216366616,10.7,3.9749213828703582,3.9749213828703582,9.974265074908542,3.9749213828703582,15.8,9.974265074908542,9.974265074908542,0.011198208286674132,85.60912918587975,39,21.178108673769216,6.244997998398398,3.6635616461296463,0.011198208286674132,0.06329113924050632,0.06329113924050632,0.06329113924050632,0.06329113924050632,0
31,16063554.01749575,26409111.380331017,84.3,40.25838160582061,84.3,40.25838160582061,9.181503144910424,9.181503144910424,4.4343818650078095,2.1908902300206643,4.4343818650078095,2.1908902300206643,2.5257286443082556,2.701851217221259,3.695736772179783,2.5257286443082556,3.695736772179783,4.8,3.530195562545407,4.8,3.270889537927044,2.917770732084279,5.2412601538439025,2.917770732084279,0.015384615384615385,4.036974575150498,3.5355339059327378,7.3,3.627556390788348,7.3,3.5355339059327378,4.301162633521313,8.205247349318384,4.301162633521313,12.5,8.205247349318384,11.375655733427633,0.011862396204033215,165.8207416418187,65,32.4161274009682,8.06225774829855,4.174387269895637,0.011862396204033215,0.05405405405405406,0.05405405405405406,0.08,0.08,0
35,19387973.45331386,32050336.25286491,88.3,41.84406997131973,88.3,41.84406997131973,9.396807968666806,9.396807968666806,4.480740107609915,2.7386127875258306,4.480740107609915,2.7386127875258306,2.8273136219290276,3.24037034920393,5.360653291788068,2.8273136219290276,5.360653291788068,7.5,4.122080987862789,7.5,3.78139605269673,2.8622008809294686,7.095631982331908,2.8622008809294686,0.029411764705882353,3.9345194765248377,4.110960958218893,10.5,3.543256136036716,10.5,4.110960958218893,4.183300132670378,10.549671109074751,4.183300132670378,16.9,10.549671109074751,10.86088063258194,0.011325028312570783,71.6392453479421,34,18.89002057122214,5.830951894845301,3.5263605246161616,0.011325028312570783,0.05714285714285714,0.05714285714285714,0.0591715976331361,0.0591715976331361,0
35,19387973.45331386,32050336.25286491,88.3,41.84406997131973,88.3,41.84406997131973,9.396807968666806,9.396807968666806,4.480740107609915,2.9664793948382653,4.480740107609915,2.9664793948382653,3.254242968705492,4.09878030638384,6.124475384405158,3.254242968705492,6.124475384405158,8.8,5.0406811211826135,8.8,4.557844506416288,3.5467396869528134,10.497625324432407,3.5467396869528134,0.014705882352941176,5.284669621572362,5.089204259999788,16.8,4.630326873299638,16.8,5.089204259999788,5.890670590009257,15.057393613900894,5.890670590009257,25.9,15.057393613900894,19.21356242162818,0.011325028312570783,175.77089603195813,68,33.658190225092895,8.246211251235321,4.219507705176107,0.011325028312570783,0.02881844380403458,0.02881844380403458,0.03861003861003861,0.03861003861003861,0
28,9159171.70445273,14812762.281311423,73.4,35.871267003607834,73.4,35.871267003607834,8.567379996241558,8.567379996241558,4.29592393562047,1.3416407864998738,4.29592393562047,1.3416407864998738,2.797281334830153,1.6733200530681511,1.63202605379844,2.797281334830153,1.63202605379844,1.8,4.061104488384803,1.8,3.7291913138948467,3.077312260546414,2.3584772576651876,3.077312260546414,0.012658227848101266,4.337910749702591,4.049691346263317,2.8,3.8733709541622607,2.8,4.049691346263317,4.658325879540846,10.288921964727956,4.658325879540846,16.4,10.288921964727956,12.993209616305665,0.013623978201634876,213.30642703236074,79,38.13782392908638,8.888194417315589,4.3694478524670215,0.013623978201634876,0.04608294930875576,0.04608294930875576,0.06097560975609757,0.06097560975609757,1
38,16611683.71141624,27337058.348869517,85.0,40.53676663360685,85.0,40.53676663360685,9.219544457292887,9.219544457292887,4.442651256490317,2.0248456731316584,4.442651256490317,2.0248456731316584,2.5649493574615367,2.280350850198276,3.240807341021617,2.5649493574615367,3.240807341021617,4.1,3.6046505512771843,4.1,3.3355805400399823,2.617395832834079,3.9506581606782434,2.617395832834079,0.023255813953488372,3.4972458660187162,3.605551275463989,5.2,3.1798219643431866,5.2,3.605551275463989,3.7013511046643495,8.477857782354299,3.7013511046643495,13.0,8.477857782354299,8.856602216271702,0.011764705882352941,97.1633453964986,43,22.973317407144815,6.557438524302,3.7612001156935624,0.011764705882352941,0.07299270072992702,0.07299270072992702,0.07692307692307693,0.07692307692307693,0
31,16218750.078537636,26671755.364821136,84.5,40.33795936302119,84.5,40.33795936302119,9.192388155425117,9.192388155425117,4.436751534363128,2.16794833886788,4.436751534363128,2.16794833886788,2.9652730660692823,2.701851217221259,3.63146237010507,2.9652730660692823,3.63146237010507,4.7,4.408190775465103,4.7,4.0252093630783445,2.954910279033736,5.2412601538439025,2.954910279033736,0.012048192771084338,4.106124417364826,4.404543109109048,7.3,3.684275398648211,7.3,4.404543109109048,4.381780460041329,11.834995803607057,4.381780460041329,19.4,11.834995803607057,11.733232879911492,0.011834319526627219,227.34225643289204,83,39.74035511982268,9.1104335791443,4.418840607796598,0.011834319526627219,0.052083333333333336,0.052083333333333336,0.051546391752577324,0.051546391752577324,0
30,12598451.178257909,20565750.649302874,79.4,38.298675252375524,79.4,38.298675252375524,8.910667763978186,8.910667763978186,4.37449836825309,1.4832396974191326,4.37449836825309,1.4832396974191326,1.6486586255873816,1.0,1.9290888640937633,1.6486586255873816,1.9290888640937633,2.2,2.04361941714117,2.2,1.9472129016973563,1.7227665977411035,1.0,1.7227665977411035,0.015625,2.0788447288738676,2.280350850198276,1.0,1.9556345965291944,1.0,2.280350850198276,2.3664319132398464,3.9506581606782434,2.3664319132398464,5.2,3.9506581606782434,4.202328731234117,0.012594458438287152,162.5327801262401,64,32.00000000000001,8.0,4.1588830833596715,0.012594458438287152,0.17857142857142858,0.17857142857142858,0.1923076923076923,0.1923076923076923,1
31,17255246.017643947,28427707.422620013,85.8,40.85445360513573,85.8,40.85445360513573,9.262828941527529,9.262828941527529,4.4520190064939165,2.16794833886788,4.4520190064939165,2.16794833886788,3.7721860602403465,3.7013511046643495,3.63146237010507,3.8199077165203406,3.63146237010507,4.7,6.296191249513453,4.7,5.692299055187496,3.8485505824725723,8.856602216271702,4.044804116661965,0.01282051282051282,5.944987494464175,6.593557461643903,13.7,5.491505402754444,13.7,6.752777206453653,6.850182479321262,23.184602744430602,7.556454194925025,43.474999999999994,24.12518777063742,24.70796065402771,0.011655011655011656,209.8286873868735,78,37.735099740195594,8.831760866327848,4.356708826689592,0.011655011655011656,0.021310602024507193,0.017513134851138354,0.021929824561403508,0.02300172512938471,0
28,8187938.444589273,13198705.458478265,71.4,35.05488202127626,71.4,35.05488202127626,8.449852069711044,8.449852069711044,4.268297869345539,1.224744871391589,4.268297869345539,1.224744871391589,2.0412203288596382,0.8944271909999159,1.4019828977761006,2.0412203288596382,1.4019828977761006,1.5,2.66859145952092,1.5,2.511553361978726,1.9878743481543455,0.8303126524449708,1.9878743481543455,0.0196078431372549,2.471533913546149,2.7748873851023217,0.8,2.3020844041119064,0.8,2.7748873851023217,2.701851217221259,5.479516903160578,2.701851217221259,7.7,5.479516903160578,5.2412601538439025,0.014005602240896357,121.18718399752214,51,26.48348577949217,7.14142842854285,3.9318256327243257,0.014005602240896357,0.136986301369863,0.136986301369863,0.12987012987012986,0.12987012987012986,1
28,6249189.522939731,9994245.392939337,66.8,33.16248389369537,66.8,33.16248389369537,8.17312669668102,8.17312669668102,4.2017030805426,1.0954451150103321,4.2017030805426,1.0954451150103321,1.9740810260220096,0.7745966692414834,1.1640841385349605,1.9740810260220096,1.1640841385349605,1.2,2.5572766122352717,1.2,2.411921523895609,1.9600947840472698,0.6533201332722017,1.9600947840472698,0.011111111111111112,2.429344352971925,2.6832815729997477,0.6,2.2651570119181725,0.6,2.6832815729997477,2.6645825188948455,5.181359749278306,2.6645825188948455,7.2,5.181359749278306,5.121320520919734,0.014970059880239521,252.3693993194023,90,42.51433834863079,9.486832980505138,4.499809670330265,0.014970059880239521,0.14084507042253522,0.14084507042253522,0.1388888888888889,0.1388888888888889,1
24,6441164.944321465,10310384.68011655,67.3,33.36920706410464,67.3,33.36920706410464,8.203657720797473,8.203657720797473,4.209160236650682,1.0954451150103321,4.209160236650682,1.0954451150103321,1.33500106673234,0.7071067811865476,1.1640841385349605,1.33500106673234,1.1640841385349605,1.2,1.5868196480163934,1.2,1.526582484358094,1.5686159179138452,0.5612310241546865,1.5686159179138452,0.015625,1.8604400668489034,1.9493588689617927,0.5,1.7601927382165685,0.5,1.9493588689617927,2.1908902300206643,3.041956484825261,2.1908902300206643,3.8,3.041956484825261,3.695736772179783,0.01485884101040119,162.5327801262401,64,32.00000000000001,8.0,4.1588830833596715,0.01485884101040119,0.20833333333333334,0.20833333333333334,0.2631578947368421,0.2631578947368421,1
29,1733555.6211735203,2849455.0534280003,48.7,25.48438364291966,49.46250000000003,25.81646170203233,6.978538528947161,7.032958125852878,3.9012148067115433,0.5477225575051661,3.885679030088544,0.5477225575051661,0.7884573603642703,0.31622776601683794,0.3666635274972341,0.7884573603642703,0.3666635274972341,0.3,0.8721818801084936,0.3,0.8528509737785278,0.9555114450274363,0.14677992676220694,0.9555114450274363,0.0125,1.059006521849568,1.4832396974191326,0.1,1.0244702614093024,0.1,1.4832396974191326,1.61245154965971,1.9290888640937633,1.61245154965971,2.2,1.9290888640937633,2.2172319256025204,0.02021733636593378,216.79676527504319,80,38.53969935995985,8.94427190999916,4.382026634673881,0.02053388090349076,0.3846153846153846,0.3846153846153846,0.45454545454545453,0.45454545454545453,1
31,10050872.934347365,16299080.1208478,75.1,36.56228089315992,75.1,36.56228089315992,8.666025617317317,8.666025617317317,4.318820558770089,1.224744871391589,4.318820558770089,1.224744871391589,2.066862759472976,0.9486832980505138,1.4019828977761006,2.066862759472976,1.4019828977761006,1.5,2.7116049490334633,1.5,2.549954029865581,2.2192034840549946,0.9159436536204298,2.2192034840549946,0.013333333333333334,2.832663692290409,2.8106938645110393,0.9,2.615403507229245,0.9,2.8106938645110393,3.03315017762062,5.597867003181242,3.03315017762062,7.9,5.597867003181242,6.355599508587701,0.013315579227696406,199.47222467343178,75,36.52170572664664,8.660254037844387,4.31748811353631,0.013315579227696406,0.10869565217391305,0.10869565217391305,0.12658227848101264,0.12658227848101264,1
28,1836903.3486771723,2849455.0534280003,49.4,25.78927445845897,49.46250000000003,25.81646170203233,7.0285133563222315,7.032958125852878,3.9012148067115433,0.6324555320336759,3.899950424193877,0.6324555320336759,1.0986122886681098,0.31622776601683794,0.4659972203002852,1.0986122886681098,0.4659972203002852,0.4,1.2656239680341002,0.4,1.226279331714748,1.0986122886681098,0.14677992676220694,1.0986122886681098,0.0125,1.2368680769585145,1.7320508075688772,0.1,1.1904177794996655,0.1,1.7320508075688772,1.7320508075688772,2.498049532966813,1.7320508075688772,3.0,2.498049532966813,2.498049532966813,0.02021733636593378,216.79676527504319,80,38.53969935995985,8.94427190999916,4.382026634673881,0.020242914979757085,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
32,20110634.080875315,33280553.43237797,89.1,42.159755802856395,89.1,42.159755802856395,9.439279633531363,9.439279633531363,4.489759334476764,2.756809750418044,4.489759334476764,2.756809750418044,3.2386784521643803,3.7282703764614498,5.420150265939036,3.2386784521643803,5.420150265939036,7.6,5.005428438737598,7.6,4.5283781375718535,3.391147045808654,8.964216430999178,3.391147045808654,0.01818181818181818,4.960384379873721,5.049752469181039,13.9,4.373734054212305,13.9,5.049752469181039,5.449770637375485,14.863353847210467,5.449770637375485,25.5,14.863353847210467,16.87706958828206,0.011223344556677891,133.62098656111857,55,28.203450285995366,7.416198487095663,4.007333185232471,0.011223344556677891,0.03367003367003367,0.03367003367003367,0.0392156862745098,0.0392156862745098,0
33,16931160.796960387,27878326.69748237,85.4,40.69567211941302,85.4,40.69567211941302,9.241212041718338,9.241212041718338,4.447346100794524,2.280350850198276,4.447346100794524,2.280350850198276,2.917770732084279,2.9664793948382653,3.9506581606782434,2.917770732084279,3.9506581606782434,5.2,4.308553120933501,5.2,3.9405117998215546,3.109060958860994,6.124475384405158,3.109060958860994,0.014285714285714285,4.399019009345542,4.301162633521313,8.8,3.9229662477319396,8.8,4.301162633521313,4.732863826479693,11.375655733427633,4.732863826479693,18.5,11.375655733427633,13.341562097354453,0.011709601873536299,182.47470224640603,70,34.48114668292323,8.366600265340756,4.248495242049359,0.011709601873536299,0.044642857142857144,0.044642857142857144,0.05405405405405406,0.05405405405405406,0
30,14716612.925346669,24132826.811414972,82.5,39.540754959243976,82.5,39.540754959243976,9.082951062292475,9.082951062292475,4.412798293340635,1.7320508075688772,4.412798293340635,1.7320508075688772,1.8870696490323797,1.6431676725154984,2.498049532966813,1.8870696490323797,2.498049532966813,3.0,2.415786428091877,3.0,2.2847415835471923,2.0918640616783932,2.2880726161504312,2.0918640616783932,0.011363636363636364,2.6316869683805644,2.569046515733026,2.7,2.4416387833932127,2.7,2.569046515733026,2.8460498941515415,4.8189595360009045,2.8460498941515415,6.6,4.8189595360009045,5.715718730168739,0.012121212121212121,245.15997903388563,88,41.72556506535943,9.38083151964686,4.477336814478207,0.012121212121212121,0.1234567901234568,0.1234567901234568,0.15151515151515152,0.15151515151515152,0
30,13660723.29309328,22352639.584526457,81.0,38.940738398300034,81.0,38.940738398300034,9.0,9.0,4.394449154672439,1.61245154965971,4.394449154672439,1.61245154965971,1.840549633397487,1.4832396974191326,2.2172319256025204,1.840549633397487,2.2172319256025204,2.6,2.3414020148561163,2.6,2.217633007157244,2.128231705849268,1.9290888640937633,2.128231705849268,0.01282051282051282,2.688533532289381,2.5099800796022267,2.2,2.4909402343816853,2.2,2.5099800796022267,2.898275349237888,4.635719232347579,2.898275349237888,6.3,4.635719232347579,5.891593012023373,0.012345679012345678,209.8286873868735,78,37.735099740195594,8.831760866327848,4.356708826689592,0.012345679012345678,0.11904761904761904,0.11904761904761904,0.15873015873015872,0.15873015873015872,0
34,11419229.69867502,18587310.99057514,77.5,37.53341540363223,77.5,37.53341540363223,8.803408430829505,8.803408430829505,4.350277936359301,1.4142135623730951,4.350277936359301,1.4142135623730951,2.0794415416798357,1.140175425099138,1.7817974362806785,2.0794415416798357,1.7817974362806785,2.0,2.7328067906246103,2.0,2.5688622020302305,2.0412203288596382,1.2443793443943703,2.0412203288596382,0.0196078431372549,2.5532508568297647,2.8284271247461903,1.3,2.3734133791717906,1.3,2.8284271247461903,2.7748873851023217,5.656854249492381,2.7748873851023217,8.0,5.656854249492381,5.479516903160578,0.012903225806451613,121.18718399752214,51,26.48348577949217,7.14142842854285,3.9318256327243257,0.012903225806451613,0.12987012987012986,0.12987012987012986,0.125,0.125,1
29,14934961.593624238,24501429.143697802,82.8,39.66053917082973,82.8,39.66053917082973,9.09945053286186,9.09945053286186,4.416428061391214,1.7888543819998317,4.416428061391214,1.7888543819998317,2.2407096892759584,1.8973665961010275,2.6360783559073053,2.2407096892759584,2.6360783559073053,3.2,3.0106628184016775,3.2,2.8154657762709645,2.4069451083182885,2.907939838601333,2.4069451083182885,0.014285714285714285,3.1390310087943734,3.0659419433511785,3.6,2.8774827449777662,3.6,3.0659419433511785,3.331666249791536,6.470530341002971,3.331666249791536,9.4,6.470530341002971,7.431944919821627,0.012077294685990338,182.47470224640603,70,34.48114668292323,8.366600265340756,4.248495242049359,0.012077294685990338,0.0900900900900901,0.0900900900900901,0.10638297872340426,0.10638297872340426,0
31,15304290.149617795,25125263.632292226,83.3,39.86001898104484,83.3,39.86001898104484,9.126883367283709,9.126883367283709,4.422448549172797,1.9493588689617927,4.422448549172797,1.9493588689617927,1.7578579175523736,1.7888543819998317,3.041956484825261,1.7578579175523736,3.041956484825261,3.8,2.211312080306202,3.8,2.099848752376321,1.8562979903656263,2.6360783559073053,1.8562979903656263,0.016129032258064516,2.273882669898537,2.4083189157584592,3.2,2.128481453207243,3.2,2.4083189157584592,2.5298221281347035,4.327030880687091,2.5298221281347035,5.8,4.327030880687091,4.696957656390623,0.012004801920768308,156.00095376893714,62,31.1644696991088,7.874007874011811,4.127134385045092,0.012004801920768308,0.15625,0.15625,0.1724137931034483,0.1724137931034483,0
