day,month,year,Temperature,RH,Region,Classes_notfire,FFMCiqrO_Boxcox,ISIiqrO_square,FWIiqrO_square,DMCiqrO_square,DMCiqrO_Boxcox,BUIiqrO_square,BUIiqrO_Boxcox,DCiqrO_square,DCiqrO_Boxcox,WsiqrO_Boxcox
26,8,2012,31,78,0.0,0,28427707.422620013,2.16794833886788,3.7013511046643495,6.593557461643903,6.296191249513453,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,9.108882291053469
8,6,2012,28,51,1.0,1,13198705.458478265,1.224744871391589,0.8944271909999159,2.7748873851023217,2.66859145952092,2.701851217221259,2.471533913546149,2.7202941017470885,2.111817904859511,8.70317959049536
15,6,2012,28,90,1.0,1,9994245.392939337,1.0954451150103321,0.7745966692414834,2.6832815729997477,2.5572766122352717,2.6645825188948455,2.429344352971925,3.8340579025361627,2.8893234816663704,7.868349514522584
30,9,2012,24,64,1.0,1,10310384.68011655,1.0954451150103321,0.7071067811865476,1.9493588689617927,1.5868196480163934,2.1908902300206643,1.8604400668489034,4.06201920231798,3.0229857697063784,7.868349514522584
3,6,2012,29,80,1.0,1,2849455.0534280003,0.5477225575051661,0.31622776601683794,1.4832396974191326,0.8721818801084936,1.61245154965971,1.059006521849568,2.756809750418044,2.1415005903796978,7.437860361314793
12,7,2012,31,75,0.0,1,16299080.1208478,1.224744871391589,0.9486832980505138,2.8106938645110393,2.7116049490334633,3.03315017762062,2.832663692290409,5.263078946776307,3.632654995992379,6.997559063759469
15,6,2012,28,80,0.0,1,2849455.0534280003,0.6324555320336759,0.31622776601683794,1.7320508075688772,1.2656239680341002,1.7320508075688772,1.2368680769585145,2.7202941017470885,2.111817904859511,8.70317959049536
28,6,2012,32,55,0.0,0,33280553.43237797,2.756809750418044,3.7282703764614498,5.049752469181039,5.005428438737598,5.449770637375485,4.960384379873721,9.40744386111339,5.062176562252014,7.437860361314793
21,7,2012,33,70,0.0,0,27878326.69748237,2.280350850198276,2.9664793948382653,4.301162633521313,4.308553120933501,4.732863826479693,4.399019009345542,8.455767262643882,4.793007933283948,8.70317959049536
8,9,2012,30,88,1.0,0,24132826.811414972,1.7320508075688772,1.6431676725154984,2.569046515733026,2.415786428091877,2.8460498941515415,2.6316869683805644,5.10881590977792,3.5617822758413142,7.437860361314793
21,6,2012,30,78,0.0,0,22352639.584526457,1.61245154965971,1.4832396974191326,2.5099800796022267,2.3414020148561163,2.898275349237888,2.688533532289381,5.621387729022079,3.7903646510087516,7.437860361314793
10,7,2012,34,51,1.0,1,18587310.99057514,1.4142135623730951,1.140175425099138,2.8284271247461903,2.7328067906246103,2.7748873851023217,2.5532508568297647,3.082207001484488,2.391522932088524,8.289879177082225
17,7,2012,29,70,0.0,0,24501429.143697802,1.7888543819998317,1.8973665961010275,3.0659419433511785,3.0106628184016775,3.331666249791536,3.1390310087943734,5.8395205282625735,3.882029734072529,7.437860361314793
7,9,2012,31,62,1.0,0,25125263.632292226,1.9493588689617927,1.7888543819998317,2.4083189157584592,2.211312080306202,2.5298221281347035,2.273882669898537,4.207136793592526,3.1046223808233715,7.868349514522584
26,9,2012,30,65,1.0,0,27878326.69748237,2.1213203435596424,2.5495097567963922,4.0,4.011313788014332,4.110960958218893,3.8708103615929845,6.670832032063167,4.205428720352136,7.437860361314793
18,6,2012,33,62,1.0,1,9206741.700181512,0.9486832980505138,0.6324555320336759,2.1447610589527217,1.8607585579549935,2.0976176963403033,1.7402707163454192,2.8809720581775866,2.239866704696003,5.606666835031823
21,7,2012,36,29,1.0,0,41433917.10250967,4.068169121361598,5.415256226624923,6.29285308902091,6.057627264226018,6.284902544988268,5.56297025920237,8.977750274985375,4.943808711051362,9.108882291053469
2,8,2012,35,55,0.0,1,19093261.14848881,1.3038404810405297,0.8944271909999159,2.4083189157584592,2.211312080306202,2.345207879911715,2.05294627126132,3.1622776601683795,2.4494151412657654,6.546438851805337
28,7,2012,33,57,1.0,0,30855014.931514036,2.588435821108957,3.0,3.96232255123179,3.9733560323560564,3.96232255123179,3.7378449435589878,6.131883886702357,4.000203324845512,8.289879177082225
3,6,2012,26,82,0.0,1,2849455.0534280003,0.5477225575051661,0.31622776601683794,1.5811388300841898,1.03062914337511,1.6431676725154984,1.1053925228592707,2.6645825188948455,2.065837949168626,10.476390880098945
30,7,2012,31,79,0.0,0,27878326.69748237,2.16794833886788,3.271085446759225,5.338539126015656,5.260408628444748,6.115553940568262,5.444692220292119,11.661903789690601,5.613705487529817,7.868349514522584
21,8,2012,36,71,1.0,0,28705465.819361884,2.258317958127243,3.492849839314596,6.074537019394976,5.8808607401933175,6.4265076052238514,5.66046809549644,10.821275340735028,5.420204295132802,7.868349514522584
14,9,2012,28,81,1.0,0,26803819.917795822,2.073644135332772,2.3874672772626644,3.5496478698597698,3.5452625419405472,3.7815340802378077,3.572182248065179,6.442049363362563,4.120190103648625,7.868349514522584
14,7,2012,34,61,0.0,1,15238734.41197731,1.1832159566199232,0.8944271909999159,2.792848008753788,2.690201353270364,2.898275349237888,2.688533532289381,4.78539444560216,3.4067614237784745,6.997559063759469
9,8,2012,39,43,1.0,0,37528168.07793144,3.0983866769659336,3.5637059362410923,4.06201920231798,4.073409971679515,4.049691346263317,3.816342707167812,5.558776843874918,3.7634667657560197,6.546438851805337
11,6,2012,31,65,0.0,0,26671755.364821136,2.0,2.3664319132398464,3.5355339059327378,3.530195562545407,3.9749213828703582,3.7492257106750375,7.368853370776216,4.4502456300339,7.437860361314793
17,6,2012,31,69,1.0,1,7419040.647024366,1.0488088481701516,0.6324555320336759,1.9748417658131499,1.6232942195455369,1.9493588689617927,1.54274006639511,2.8284271247461903,2.198710230945751,8.70317959049536
2,7,2012,33,48,1.0,0,31002545.18997857,2.6076809620810595,2.5298221281347035,2.8106938645110393,2.7116049490334633,2.792848008753788,2.5731556601186836,4.219004621945797,3.1111868460209484,8.289879177082225
21,9,2012,31,55,0.0,0,31299214.667285345,2.32379000772445,2.8809720581775866,4.06201920231798,4.073409971679515,4.381780460041329,4.106124417364826,7.60920495189872,4.529758402426304,6.083295529440576
26,7,2012,35,58,1.0,1,19401817.121352512,1.2649110640673518,1.0,3.286335345030997,3.259077798319686,3.271085446759225,3.0781783469312933,4.43846820423443,3.2296974022606597,5.606666835031823
7,9,2012,31,71,0.0,1,11863756.278640166,1.224744871391589,0.7745966692414834,1.7888543819998317,1.3514274903323147,2.258317958127243,1.945485312297014,5.486346689738081,3.7320106045677384,8.70317959049536
1,7,2012,28,58,1.0,1,8195337.478542662,1.0954451150103321,0.7071067811865476,1.7888543819998317,1.3514274903323147,1.816590212458495,1.3583548902879659,2.9154759474226504,2.2665289281558993,9.108882291053469
2,9,2012,22,86,0.0,1,2849455.0534280003,0.0,0.0,0.8366600265340756,-0.34112560230702216,1.0488088481701516,0.09627817339315149,2.6457513110645907,2.050101742943489,7.868349514522584
28,6,2012,37,37,1.0,0,38914497.803710245,3.420526275297414,4.2895221179054435,5.215361924162119,5.152509962125279,5.205766033928148,4.774381171293548,7.238784428341543,4.406244775213866,6.997559063759469
20,9,2012,34,58,1.0,1,20674135.31872359,1.449137674618944,1.9493588689617927,4.324349662087931,4.331003192466166,4.9396356140913875,4.5656855814034,9.38083151964686,5.054987473694414,6.997559063759469
22,9,2012,31,50,0.0,1,18889640.413731188,1.5491933384829668,1.6733200530681511,3.255764119219941,3.2251245473890777,3.591656999213594,3.3931969275803255,6.434283176858165,4.117249412852783,9.50753816814175
1,6,2012,29,57,0.0,1,9324712.733604454,1.140175425099138,0.7071067811865476,1.8439088914585775,1.4333077020723042,1.8439088914585775,1.396913743691965,2.756809750418044,2.1415005903796978,9.108882291053469
3,9,2012,25,78,0.0,1,2849455.0534280003,0.31622776601683794,0.0,1.0954451150103321,0.1865718696536449,1.3038404810405297,0.5615784230695307,2.7386127875258306,2.1267529338290134,7.868349514522584
4,9,2012,29,73,0.0,1,11032634.755586075,1.1832159566199232,0.7071067811865476,1.378404875209022,0.696638894470804,1.70293863659264,1.194243171262305,3.96232255123179,2.9653766838106206,8.70317959049536
9,8,2012,35,59,0.0,0,30708019.21882108,2.6267851073127395,3.146426544510455,3.847076812334269,3.8561271275263374,4.230839160261236,3.976041824761331,7.54983443527075,4.510328554499242,8.70317959049536
20,7,2012,33,65,0.0,0,22817244.440687522,1.6733200530681511,2.0,3.5071355833500366,3.499788964495914,4.06201920231798,3.8273399527975944,7.880355321938218,4.6168092117818675,7.868349514522584
19,7,2012,35,59,0.0,0,31748261.29259867,2.7748873851023217,3.3015148038438356,3.4641016151377544,3.453477847291466,4.266145801540309,4.006706151812997,7.26636084983398,4.41563225441723,8.70317959049536
25,8,2012,35,60,0.0,0,32969689.951066595,2.8635642126552705,4.505552130427524,6.593557461643903,6.296191249513453,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,7.868349514522584
28,9,2012,27,87,1.0,1,2849455.0534280003,0.6324555320336759,0.4472135954999579,1.8708286933869707,1.4729025144948589,1.8439088914585775,1.396913743691965,2.8106938645110393,2.1846661304706383,10.476390880098945
20,6,2012,31,72,1.0,1,6472499.667492679,0.8944271909999159,0.5477225575051661,1.9493588689617927,1.5868196480163934,1.9235384061671346,1.5074621479837715,2.8284271247461903,2.198710230945751,7.437860361314793
24,6,2012,32,66,0.0,0,28566329.869264856,2.3664319132398464,2.7386127875258306,3.3466401061363023,3.325597401934688,3.8600518131237567,3.644679596212767,7.469939758793239,4.483965229130717,8.70317959049536
2,9,2012,28,67,1.0,1,16572716.593462685,1.4142135623730951,0.8944271909999159,1.70293863659264,1.2211076572703687,2.0,1.6111555406381683,4.03732584763727,3.008835596140492,9.50753816814175
22,6,2012,33,46,1.0,1,19401817.121352512,1.378404875209022,1.0954451150103321,2.8460498941515415,2.7538112664852847,2.7748873851023217,2.5532508568297647,2.8809720581775866,2.239866704696003,7.437860361314793
18,8,2012,36,54,0.0,0,33751022.39786185,3.1144823004794873,4.012480529547776,4.47213595499958,4.472709955353414,5.244044240850758,4.803888003443071,10.530906893520616,5.350234126908926,9.108882291053469
9,9,2012,30,77,0.0,1,4821050.144196887,0.8366600265340756,0.4472135954999579,1.449137674618944,0.815775294395834,1.61245154965971,1.059006521849568,2.898275349237888,2.2532729524382997,7.868349514522584
10,6,2012,30,41,1.0,0,33751022.39786185,2.898275349237888,3.1622776601683795,3.646916505762094,3.6483005067660734,3.6193922141707713,3.419675964303184,4.743416490252569,3.3859587493317274,7.868349514522584
25,9,2012,28,70,1.0,1,21112024.677854113,1.5491933384829668,1.7320508075688772,3.714835124201342,3.7194408718258343,3.7549966711037173,3.5474835862513316,6.008327554319921,3.950889646058238,7.868349514522584
29,9,2012,24,54,1.0,1,20892207.48230695,1.3038404810405297,0.8366600265340756,2.073644135332772,1.7625513027050599,2.258317958127243,1.945485312297014,3.8987177379235853,2.9279423869144283,9.108882291053469
7,6,2012,33,54,0.0,0,31899026.824956875,2.5298221281347035,2.6832815729997477,3.146426544510455,3.1023771159703957,3.3015148038438356,3.108824740901639,5.522680508593631,3.747836341218773,6.997559063759469
8,8,2012,32,60,0.0,1,18189946.41164425,1.4832396974191326,1.61245154965971,3.361547262794322,3.341948924062162,3.7549966711037173,3.5474835862513316,6.855654600401044,4.272401861536914,9.108882291053469
24,8,2012,34,64,0.0,0,32969689.951066595,3.0,4.571651780264984,6.363961030678928,6.114542810884379,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,7.437860361314793
30,9,2012,25,78,0.0,1,2849455.0534280003,0.4472135954999579,0.31622776601683794,1.378404875209022,0.696638894470804,1.5491933384829668,0.9618453234354929,2.7386127875258306,2.1267529338290134,7.437860361314793
15,9,2012,32,51,1.0,0,32661039.803593747,2.6267851073127395,3.1304951684997055,4.0,4.011313788014332,4.219004621945797,3.965730355226745,7.085195833567341,4.353368382760822,6.997559063759469
8,8,2012,37,56,1.0,0,30708019.21882108,2.280350850198276,2.4289915602982237,3.3466401061363023,3.325597401934688,3.3166247903554,3.1239819936890894,4.494441010848846,3.2590834954192047,6.083295529440576
25,8,2012,34,40,1.0,0,38216552.15707801,3.7815340802378077,5.415256226624923,6.593557461643903,6.296191249513453,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,9.108882291053469
20,8,2012,36,81,1.0,0,25632968.815605648,1.9493588689617927,3.0,5.865151319446072,5.708337425757503,6.172519744804386,5.484687225089609,10.344080432788601,5.30429723448377,7.868349514522584
15,8,2012,35,46,1.0,0,25889728.256755672,1.8708286933869707,2.345207879911715,4.110960958218893,4.122080987862789,4.358898943540674,4.086572919441997,7.362064927722384,4.447966410515475,6.997559063759469
31,8,2012,28,80,0.0,1,3654718.233307405,0.7745966692414834,0.5477225575051661,2.949576240750525,2.875921337324516,2.8809720581775866,2.669765098734879,2.949576240750525,2.29260363848295,10.285590663417816
26,8,2012,33,37,1.0,0,38390138.64065477,3.6193922141707713,5.415256226624923,6.593557461643903,6.296191249513453,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,8.289879177082225
12,6,2012,26,81,0.0,0,26018839.107498545,2.1908902300206643,2.6645825188948455,3.714835124201342,3.7194408718258343,4.207136793592526,3.9553731175373286,7.835815209663893,4.60269553275358,9.50753816814175
28,9,2012,32,47,0.0,1,18587310.99057514,1.3416407864998738,0.9486832980505138,2.6645825188948455,2.5343237885431886,2.6076809620810595,2.364268050074091,2.9664793948382653,2.3054288742102607,7.437860361314793
11,9,2012,30,77,0.0,1,5742727.646144414,1.0488088481701516,0.5477225575051661,1.378404875209022,0.696638894470804,1.5491933384829668,0.9618453234354929,2.898275349237888,2.2532729524382997,10.285590663417816
6,7,2012,32,63,0.0,0,30125355.281926576,2.3664319132398464,2.6076809620810595,3.3015148038438356,3.275878278155732,3.5355339059327378,3.339252743125968,6.082762530298219,3.9807053464897426,7.437860361314793
28,7,2012,33,76,0.0,0,29408893.74597074,2.3664319132398464,3.361547262794322,4.9396356140913875,4.906302213108826,5.665686189686118,5.1210098824053745,10.853570840972107,5.427882537234881,7.868349514522584
19,7,2012,34,58,1.0,0,31748261.29259867,2.701851217221259,3.605551275463989,5.272570530585627,5.202778123872947,5.263078946776307,4.818514718002689,7.816648898345122,4.5966001193863795,8.289879177082225
5,8,2012,34,65,0.0,0,29837196.13112847,2.280350850198276,2.4698178070456938,3.331666249791536,3.3091362821206207,3.391164991562634,3.198178807864108,5.449770637375485,3.7159844705141825,6.997559063759469
2,6,2012,29,61,0.0,1,8578051.089350974,1.0,0.6324555320336759,2.0248456731316584,1.6941939028237494,1.9748417658131499,1.577293566844088,2.756809750418044,2.1415005903796978,6.997559063759469
29,9,2012,26,80,0.0,1,2849455.0534280003,0.5477225575051661,0.31622776601683794,1.70293863659264,1.2211076572703687,1.7320508075688772,1.2368680769585145,2.7748873851023217,2.1560656448232907,8.289879177082225
17,8,2012,42,24,1.0,0,45443367.964373656,3.96232255123179,4.898979485566356,5.504543577809154,5.403886122223637,5.513619500836088,5.008259596834303,8.740709353364863,4.876326370658548,5.362747222338226
13,7,2012,34,81,0.0,1,23289157.518802147,1.7320508075688772,1.8439088914585775,3.1144823004794873,3.0661168066142483,3.420526275297414,3.227146479296408,6.099180272790763,3.987237727159453,7.868349514522584
14,9,2012,22,76,0.0,1,2849455.0534280003,0.6324555320336759,0.31622776601683794,1.0488088481701516,0.09646318920210864,1.2649110640673518,0.4941801543758585,2.6457513110645907,2.050101742943489,10.476390880098945
11,6,2012,31,42,1.0,0,35683679.453132704,3.6606010435446255,4.08656334834051,4.266145801540309,4.27453506459134,4.242640687119285,3.9863079823901595,5.522680508593631,3.747836341218773,10.285590663417816
29,8,2012,35,53,1.0,0,21445043.289945036,1.6431676725154984,2.4289915602982237,4.54972526643093,4.546177207952486,5.531726674375733,5.021778489820292,12.044708381691938,5.697719502108103,8.70317959049536
18,6,2012,31,78,0.0,1,5114726.760159826,0.8366600265340756,0.4472135954999579,1.378404875209022,0.696638894470804,1.5491933384829668,0.9618453234354929,2.8284271247461903,2.198710230945751,7.437860361314793
9,7,2012,32,68,0.0,1,9869876.02576255,1.0488088481701516,0.7745966692414834,2.7748873851023217,2.66859145952092,2.7202941017470885,2.4922878671646314,3.03315017762062,2.3553866065543914,7.437860361314793
12,6,2012,27,58,1.0,0,32969689.951066595,2.949576240750525,3.591656999213594,4.61519230368573,4.607683863673284,4.604345773288535,4.293303544051288,6.148170459575759,4.006637225386767,8.70317959049536
24,7,2012,28,78,0.0,1,12151105.731417261,1.1832159566199232,1.140175425099138,3.0983866769659336,3.047776523963112,3.8340579025361627,3.6207737338552968,8.927485648266257,4.9296332126370395,8.289879177082225
13,7,2012,39,45,1.0,0,27606683.640468583,2.04939015319192,2.16794833886788,3.361547262794322,3.341948924062162,3.3015148038438356,3.108824740901639,3.22490309931942,2.4937882283017685,6.997559063759469
5,8,2012,34,42,1.0,0,32050336.25286491,4.068169121361598,3.5496478698597698,4.857983120596447,4.8320892394471215,4.847679857416329,4.492072201298719,7.245688373094719,4.408597989733123,8.70317959049536
7,6,2012,35,44,1.0,0,28151997.84150998,2.32379000772445,2.449489742783178,3.146426544510455,3.1023771159703957,3.271085446759225,3.0781783469312933,5.375872022286245,3.683309642358578,8.70317959049536
5,7,2012,33,66,0.0,0,28566329.869264856,2.1908902300206643,2.2135943621178655,2.756809750418044,2.6467705609971,3.0166206257996713,2.8152012824633124,5.282045058497703,3.641239988830327,7.437860361314793
29,6,2012,32,47,0.0,1,21112024.677854113,1.4832396974191326,1.9748417658131499,4.2895221179054435,4.297259929321049,4.878524367060187,4.516853216233984,9.186947262284681,5.002054248236916,6.997559063759469
2,8,2012,40,34,1.0,0,40339436.65715452,3.714835124201342,3.6742346141747673,3.286335345030997,3.259077798319686,3.255764119219941,3.0626855009708964,4.626013402488151,3.3268922698519368,7.437860361314793
23,9,2012,32,54,0.0,1,15067242.830879172,1.0954451150103321,0.8366600265340756,2.8106938645110393,2.7116049490334633,3.0983866769659336,2.9010515114668487,5.513619500836088,3.743898412838583,6.083295529440576
12,7,2012,36,44,1.0,0,34868451.60628183,2.8809720581775866,3.0983866769659336,3.5496478698597698,3.5452625419405472,3.5355339059327378,3.339252743125968,4.404543109109048,3.2117248972448915,6.997559063759469
30,6,2012,34,42,1.0,1,20892207.48230695,1.4832396974191326,1.4832396974191326,3.4641016151377544,3.453477847291466,3.391164991562634,3.198178807864108,2.9154759474226504,2.2665289281558993,7.868349514522584
2,7,2012,27,75,0.0,1,4679113.6496192645,0.8944271909999159,0.5477225575051661,1.5491933384829668,0.9794755704423644,1.6733200530681511,1.1504433657188637,2.8809720581775866,2.239866704696003,9.50753816814175
18,8,2012,37,37,1.0,0,42176017.637457736,4.0,5.128352561983234,5.991660871578097,5.812933443082695,5.991660871578097,5.356960387965186,9.316651759081692,5.0375746114692905,7.437860361314793
6,6,2012,35,54,1.0,0,25632968.815605648,1.760681686165901,1.760681686165901,2.898275349237888,2.8156822009466667,3.0495901363953815,2.8499771088942327,5.128352561983234,3.570862892781352,6.083295529440576
4,8,2012,38,35,1.0,0,41249953.84501469,3.96232255123179,4.571651780264984,4.795831523312719,4.7751844929450735,4.78539444560216,4.441752384748255,6.534523701081817,4.154964462408413,7.868349514522584
3,9,2012,28,75,1.0,0,23768457.195397325,1.816590212458495,1.5811388300841898,2.0976176963403033,1.7958411834213364,2.449489742783178,2.1789282696167773,4.929503017546495,3.47695634102352,8.289879177082225
13,9,2012,29,49,1.0,0,32507541.347211458,3.0166206257996713,3.2093613071762426,3.391164991562634,3.37432989457143,3.521363372331802,3.325554415588672,5.779273310719955,3.85702233569371,9.50753816814175
3,7,2012,32,76,0.0,1,7877757.243292001,1.140175425099138,0.7071067811865476,1.61245154965971,1.080273983340572,1.7320508075688772,1.2368680769585145,3.03315017762062,2.3553866065543914,9.899631445528765
17,7,2012,32,81,1.0,0,26803819.917795822,2.16794833886788,2.7748873851023217,4.5934736311423405,4.587327334091923,4.571651780264984,4.266139640109298,6.5038450166036395,4.1434769715983695,8.70317959049536
21,6,2012,32,55,1.0,0,28985283.438777763,2.23606797749979,2.2135943621178655,2.8809720581775866,2.7952449404470516,2.8635642126552705,2.650817552512085,4.2895221179054435,3.149855292011335,7.437860361314793
22,8,2012,37,53,1.0,0,33908963.82584256,2.8284271247461903,4.254409477236529,6.410928169929843,6.151962856252058,6.745368781616021,5.875566497698108,11.291589790636214,5.530053756604424,7.437860361314793
26,6,2012,36,62,1.0,0,31299214.667285345,2.6457513110645907,3.082207001484488,4.06201920231798,4.073409971679515,4.049691346263317,3.816342707167812,5.873670062235365,3.8961023050780956,8.289879177082225
30,6,2012,33,50,0.0,0,32661039.803593747,2.6832815729997477,3.591656999213594,4.78539444560216,4.765592697490988,5.319774431308154,4.861900986547872,9.633275663033837,5.122462021301303,7.437860361314793
27,7,2012,29,87,1.0,1,21222590.64382149,1.6733200530681511,1.7888543819998317,3.4351128074635335,3.4221203247707535,3.4351128074635335,3.2414841689420237,5.319774431308154,3.658236555739428,9.108882291053469
8,9,2012,30,73,0.0,1,7319924.486499477,1.0488088481701516,0.6324555320336759,1.61245154965971,1.080273983340572,1.7320508075688772,1.2368680769585145,2.898275349237888,2.2532729524382997,8.70317959049536
22,8,2012,36,55,0.0,0,33280553.43237797,3.146426544510455,4.516635916254486,5.787918451395113,5.6439313970222065,6.565059024867941,5.754671622700694,12.044708381691938,5.697719502108103,9.108882291053469
27,9,2012,28,87,1.0,1,2849455.0534280003,0.31622776601683794,0.0,2.5495097567963922,2.391277968785148,2.4899799195977463,2.2270092413284788,2.8284271247461903,2.198710230945751,7.868349514522584
25,7,2012,39,64,1.0,1,15152804.109016357,1.0488088481701516,0.8366600265340756,3.420526275297414,3.406292234058861,3.3763886032268267,3.183545790677375,3.987480407475377,2.980035151122091,5.362747222338226
19,8,2012,35,62,0.0,0,33751022.39786185,3.1144823004794873,4.147288270665544,4.8166378315169185,4.794274866718024,5.594640292279746,5.068552739300779,10.995453605922767,5.461375055878697,9.50753816814175
16,8,2012,40,41,1.0,0,38043563.26921526,3.082207001484488,3.847076812334269,4.753945729601885,4.736628009761412,4.919349550499537,4.549514353800238,8.068457101577723,4.675638643960778,5.606666835031823
27,8,2012,36,54,1.0,0,36346232.60513721,3.1622776601683795,5.10881590977792,6.593557461643903,6.296191249513453,6.850182479321262,5.944987494464175,12.044708381691938,5.697719502108103,7.437860361314793
24,9,2012,29,65,0.0,1,10965431.553855311,1.224744871391589,0.8366600265340756,2.345207879911715,2.129177538518128,2.4083189157584592,2.1295667915774725,3.8987177379235853,2.9279423869144283,9.50753816814175
27,6,2012,36,55,1.0,0,33280553.43237797,2.8284271247461903,3.4641016151377544,4.571651780264984,4.566825926327489,4.560701700396552,4.257016702466543,6.58027355054484,4.172006065035964,7.868349514522584
23,9,2012,35,56,1.0,0,33124844.34752953,2.7386127875258306,3.8987177379235853,5.422176684690384,5.332969040939766,6.0,5.362898188039908,10.75174404457249,5.40360350331678,7.437860361314793
12,8,2012,35,51,0.0,1,22700411.132494666,1.5811388300841898,2.04939015319192,3.9496835316262997,3.9605828864061974,4.54972526643093,4.247859123493582,8.666025617317317,4.854725942032864,6.997559063759469
17,8,2012,37,52,0.0,0,33593641.09768876,3.1144823004794873,3.82099463490856,4.0,4.011313788014332,4.78539444560216,4.441752384748255,10.03493896344168,5.226631098949808,9.108882291053469
